ID	LABEL	SubClass Of	ID	LABEL	SubClass Of
MOP:0000434	cycloalkenylation	hydrocarbylation			
MOP:0000435	campholenic cyclohexenylation	cycloalkenylation			
MOP:0000436	cyclopentadienylation	formation of covalent bond with carbon centre			
MOP:0000437	eta(5)-cyclopentadienylation	cyclopentadienylation			
MOP:0000438	eta(1)-cyclopentadienylation	cyclopentadienylation			
MOP:0000439	ethene-1,2-diylation	formation of covalent bond with carbon centre			
MOP:0000440	arachidonylation	formation of covalent bond with carbon centre			
MOP:0000441	benzylation	formation of covalent bond with carbon centre			
MOP:0000442	anthracen-1-ylation	formation of covalent bond with carbon centre			
MOP:0000443	anthracen-2-ylation	formation of covalent bond with carbon centre			
MOP:0000444	imidazolylation	formation of covalent bond with group			
MOP:0000445	imidazol-1-ylation	formation of covalent bond with nitrogen centre, imidazolylation			
MOP:0000446	imidazol-2-ylation	formation of covalent bond with carbon centre, imidazolylation			
MOP:0000447	imidazol-5-ylation	formation of covalent bond with carbon centre, imidazolylation			
MOP:0000448	imidazol-4-ylation	formation of covalent bond with carbon centre, imidazolylation			
MOP:0000449	furylation	formation of covalent bond with carbon centre			
MOP:0000450	2-furylation	furylation			
MOP:0000451	3-furylation	furylation			
MOP:0000452	thienylation	heteroarylation			
MOP:0000453	2-thienylation	thienylation			
MOP:0000454	3-thienylation	thienylation			
MOP:0000455	adenin-9-ylation	formation of covalent bond with nitrogen centre			
MOP:0000456	guanin-9-ylation	formation of covalent bond with nitrogen centre			
MOP:0000457	acetimidoylation	organoheterylation			
MOP:0000458	organylation	formation of covalent bond with carbon centre	MOP:0000458	organylation	formation of covalent bond with group
MOP:0000459	organic heterocyclylation	heterocyclylation, organylation			
MOP:0000460	heteroarylation	organic heterocyclylation			
MOP:0000461	4,4'-dimethoxytriphenylmethylation	organylation			
MOP:0000462	taurylation	formation of covalent bond with sulfur centre			
MOP:0000463	triflylation	formation of covalent bond with sulfur centre			
MOP:0000464	glycidylation	organylation			
MOP:0000465	sulfanylmethylation	organylation			
MOP:0000466	selanylmethylation	organylation			
MOP:0000467	2-carboxyethylation	organylation			
MOP:0000468	2-amino-2-oxoethylation	organylation			
MOP:0000469	3-amino-3-oxopropylation	organylation			
MOP:0000470	2-(methylsulfanyl)ethylation	organylation			
MOP:0000471	4-hydroxybenzylation	organylation			
MOP:0000472	1H-indol-3-ylmethylation	organylation			
MOP:0000473	1H-imidazol-4-ylmethylation	organylation			
MOP:0000474	3-carbamimidamidopropylation	organylation			
MOP:0000475	hydroxymethylation	organylation			
MOP:0000476	1-hydroxyethylation	organylation			
MOP:0000477	haloalkylation	organylation			
MOP:0000478	2-(trimethylsilyl)ethoxymethylation	organylation			
MOP:0000479	acylation	formation of covalent bond with carbon centre, has_participant some 'acyl group'	MOP:0000479	acylation	organylation
MOP:0000480	organoheterylation	formation of covalent bond with group			
MOP:0000481	oxalosulfanylation	organoheterylation			
MOP:0000482	organosilylation	organoheterylation			
MOP:0000483	trimethylsilylation	organosilylation			
MOP:0000484	triisopropylsilylation	organosilylation			
MOP:0000485	tert-butyldiphenylsilylation	organosilylation			
MOP:0000486	tert-butyldimethylsilylation	organosilylation			
MOP:0000487	thioacylation	formation of covalent bond with group			
MOP:0000488	carbothioacylation	thioacylation			
MOP:0000489	univalent carbothioacylation	carbothioacylation			
MOP:0000490	divalent carbothioacylation	carbothioacylation			
MOP:0000491	carbonimidoylation	organylation			
MOP:0000492	thiocarbonylation	organylation			
MOP:0000493	(fluoren-9-ylmethoxy)carbonylation	organylation			
MOP:0000494	carbonylation	organylation			
MOP:0000495	cytosin-1-ylation	organoheterylation			
MOP:0000496	thymin-1-ylation	organoheterylation			
MOP:0000497	uracil-1-ylation	organoheterylation			
MOP:0000498	morpholin-4-ylsulfonylation	formation of covalent bond with sulfur centre			
MOP:0000499	acetohydrazonoylation	organylation			
MOP:0000500	2-hydroxyethylation	organylation			
MOP:0000501	aminosulfinylation	formation of covalent bond with group			
MOP:0000502	disiloxanylation	formation of covalent bond with silicon centre			
MOP:0000503	disiloxane-1,3-diylation	formation of covalent bond with silicon centre			
MOP:0000504	azinoylation	formation of covalent bond with nitrogen centre			
MOP:0000505	azonoylation	formation of covalent bond with group			
MOP:0000506	phosphorothioylation	formation of covalent bond with phosphorus centre			
MOP:0000507	phosphonothioylation	formation of covalent bond with phosphorus centre			
MOP:0000508	arsonoylation	formation of covalent bond with arsenic centre			
MOP:0000509	arsinoylation	formation of covalent bond with arsenic centre			
MOP:0000510	stiborylation	formation of covalent bond with antimony centre			
MOP:0000511	sulfamoylation	formation of covalent bond with sulfur centre			
MOP:0000512	S-aminosulfinimidoylation	formation of covalent bond with sulfur centre			
MOP:0000513	S-aminosulfonimidoylation	formation of covalent bond with group			
MOP:0000514	chlorylation	formation of covalent bond with chlorine centre			
MOP:0000515	chlorosylation	formation of covalent bond with chlorine centre			
MOP:0000516	perchlorylation	formation of covalent bond with chlorine centre			
MOP:0000517	bromosylation	formation of covalent bond with bromine centre			
MOP:0000518	bromylation	formation of covalent bond with bromine centre			
MOP:0000519	perbromylation	formation of covalent bond with bromine centre			
MOP:0000520	iodosylation	formation of covalent bond with iodine centre			
MOP:0000521	iodylation	formation of covalent bond with iodine centre			
MOP:0000522	periodylation	formation of covalent bond with iodine centre			
MOP:0000523	fluorosylation	formation of covalent bond with fluorine centre			
MOP:0000524			MOP:0000524		
MOP:0000525	acetoxysulfonylation	formation of covalent bond with sulfur centre			
MOP:0000526	sulfonothioylation	formation of covalent bond with sulfur centre			
MOP:0000527	sulfinothioylation	formation of covalent bond with sulfur centre			
MOP:0000528	sulfonodithioylation	formation of covalent bond with sulfur centre			
MOP:0000529	trioxidanylation	formation of covalent bond with oxygen centre			
MOP:0000530	trioxidanediylation	formation of covalent bond with oxygen centre			
MOP:0000531	heterocyclylation	formation of covalent bond with group			
MOP:0000532	phosphoramidochloridoylation	formation of covalent bond with phosphorus centre			
MOP:0000533	S-aminosulfonodiimidoylation	formation of covalent bond with group			
MOP:0000534	aminosulfanylation	formation of covalent bond with group			
MOP:0000535	sulfinylation	formation of covalent bond with sulfur centre			
MOP:0000536	arsorylation	formation of covalent bond with arsenic centre			
MOP:0000537	azanediidylation	formation of covalent bond with nitrogen centre			
MOP:0000538	sulfinimidoylation	formation of covalent bond with sulfur centre			
MOP:0000539	sulfonylation	formation of covalent bond with sulfur centre, has_participant some 'sulfonyl groups'	MOP:0000539	sulfonylation	formation of covalent bond with group
MOP:0000540	tosylation	sulfonylation			
MOP:0000541	brosylation	sulfonylation			
MOP:0000542	nosylation	sulfonylation			
MOP:0000543	molecular process	process	MOP:0000543	molecular process	process
MOP:0000544	indolylamination	heteroarylation			
MOP:0000545	indol-1-ylation	indolylamination			
MOP:0000546	indol-2-ylation	indolylamination			
MOP:0000547	indol-3-ylation	indolylamination			
MOP:0000548	N-oxindolylation	organoheterylation			
MOP:0000549	alkylamination	organoheterylation			
MOP:0000550	halogenation	formation of covalent bond with halogen centre	MOP:0000550	halogenation	formation of covalent bond with group
MOP:0000551	bromination	halogenation			
MOP:0000552	chlorination	halogenation			
MOP:0000553	fluorination	halogenation			
MOP:0000554	iodination	halogenation			
MOP:0000555	imination	formation of covalent bond with nitrogen centre	MOP:0000555	imination	formation of covalent bond with nitrogen centre
MOP:0000556	nitration	formation of covalent bond with nitrogen centre	MOP:0000556	nitration	formation of covalent bond with group, has_participant some 'nitro group'
MOP:0000557	hydroxyamination	formation of covalent bond with nitrogen centre			
MOP:0000558	thioxonation	formation of covalent bond with sulfur centre			
MOP:0000559	sulfonation	formation of covalent bond with sulfur centre			
MOP:0000560	selenonation	formation of covalent bond with selenium centre			
MOP:0000561	cyclization	'has participant beginning to exist' some 'cyclic organic group', molecular process	MOP:0000561	cyclization	'has participant beginning to exist' some 'cyclic compound', molecular process
MOP:0000562	cycloaddition	molecular process	MOP:0000562	cycloaddition	cyclization
MOP:0000563	[2+2] cycloaddition	cycloaddition	MOP:0000563	[2+2] cycloaddition	cycloaddition
MOP:0000564	cycloelimination	molecular process	MOP:0000564	cycloelimination	molecular process
MOP:0000565	[4+2] cycloaddition	cycloaddition	MOP:0000565	[4+2] cycloaddition	cycloaddition, realizes some dienophilicity
MOP:0000566	formation of covalent bond with group	formation of covalent bond	MOP:0000566	formation of covalent bond with group	molecular process
MOP:0000567	breaking of covalent bond with group	breaking of covalent bond	MOP:0000567	breaking of covalent bond with group	molecular process
MOP:0000568	oxidation	molecular process	MOP:0000568	oxidation	molecular process
MOP:0000569	reduction	molecular process	MOP:0000569	reduction	molecular process
MOP:0000570	electron attachment	reduction	MOP:0000570	electron attachment	reduction
MOP:0000571	aldehyde reduction	reduction	MOP:0000571	aldehyde reduction	'has participant beginning to exist' some 'primary alcohol', 'has participant ceasing to exist' some aldehyde, reduction
MOP:0000572	alcohol oxidation	oxidation	MOP:0000572	alcohol oxidation	'has participant ceasing to exist' some alcohol, oxidation
MOP:0000573	primary alcohol oxidation	alcohol oxidation	MOP:0000573	primary alcohol oxidation to aldehyde	'has participant beginning to exist' some aldehyde, 'has participant ceasing to exist' some 'primary alcohol', alcohol oxidation
MOP:0000574	secondary alcohol oxidation	alcohol oxidation	MOP:0000574	secondary alcohol oxidation to ketone	'has participant beginning to exist' some ketone, 'has participant ceasing to exist' some 'secondary alcohol', alcohol oxidation
MOP:0000575	amine oxidation	oxidation	MOP:0000575	amine oxidation	oxidation at nitrogen
MOP:0000576	imine reduction	reduction	MOP:0000576	imine reduction	reduction
MOP:0000577	ester reduction	reduction	MOP:0000577	ester reduction	'has participant ceasing to exist' some 'carboxylic ester', reduction
MOP:0000578	ester reduction to aldehyde	ester reduction	MOP:0000578	ester reduction to aldehyde	'has participant beginning to exist' some aldehyde, ester reduction
MOP:0000579	ester reduction to primary alcohol	ester reduction	MOP:0000579	ester reduction to primary alcohol	'has participant beginning to exist' some 'primary alcohol', ester reduction
MOP:0000580	ketone reduction	reduction	MOP:0000580	ketone reduction	'has participant beginning to exist' some 'secondary alcohol', 'has participant ceasing to exist' some ketone, reduction
MOP:0000581	alkene oxidation	oxidation	MOP:0000581	alkene oxidation	oxidation
MOP:0000582	alkene oxidation to 1,2-diol	alkene oxidation	MOP:0000582	alkene oxidation to 1,2-diol	alkene oxidation
MOP:0000583	alkene ozonolysis	alkene oxidative cleavage	MOP:0000583	alkene ozonolysis	alkene oxidative cleavage
MOP:0000584	primary alkene oxidation to carboxylic acid and carbon dioxide	alkene oxidation, oxidative cleavage	MOP:0000584	primary alkene oxidation to carboxylic acid and carbon dioxide	'has participant beginning to exist' some 'carbon dioxide', alkene oxidative cleavage
MOP:0000585	tertiary alkene oxidation to carboxylic acid and ketone	alkene oxidation, oxidative cleavage	MOP:0000585	tertiary alkene oxidation to carboxylic acid and ketone	'has participant beginning to exist' some ketone, alkene oxidative cleavage
MOP:0000586	secondary, non-terminal alkene oxidation to aldehydes	alkene oxidation, oxidative cleavage	MOP:0000586	secondary, non-terminal alkene oxidation to aldehydes	'has participant beginning to exist' some aldehyde, alkene oxidative cleavage
MOP:0000587	secondary terminal alkene oxidation to ketone and carbon dioxide	alkene oxidation, oxidative cleavage	MOP:0000587	secondary terminal alkene oxidation to ketone and carbon dioxide	'has participant beginning to exist' some 'carbon dioxide', 'has participant beginning to exist' some ketone, alkene oxidative cleavage
MOP:0000588	quaternary alkene oxidation to ketones	alkene oxidation, oxidative cleavage	MOP:0000588	quaternary alkene oxidation to ketones	'has participant beginning to exist' some ketone, alkene oxidative cleavage
MOP:0000589	hydrogenation	reduction	MOP:0000589	hydrogenation	reduction
MOP:0000590	dehydrogenation	oxidation			
MOP:0000591	carboxylation	organylation			
MOP:0000592	C-carboxylation	carboxylation			
MOP:0000593	N-carboxylation	carboxylation			
MOP:0000594	O-carboxylation	carboxylation			
MOP:0000595	S-carboxylation	carboxylation			
MOP:0000596	pseudohalogenation	formation of covalent bond with group, has_participant some 'pseudohalo groups'	MOP:0000596	pseudohalogenation	formation of covalent bond with group, has_participant some 'pseudohalo group'
MOP:0000597	cyanation	has_participant some 'cyano group', pseudohalogenation			
MOP:0000598	azidation	has_participant some 'azido group', pseudohalogenation			
MOP:0000599	isocyanation	has_participant some 'isocyano group', pseudohalogenation			
MOP:0000600	isocyanatation	has_participant some 'isocyanato group', pseudohalogenation			
MOP:0000601	isothiocyanatation	has_participant some 'isothiocyanato group', pseudohalogenation			
MOP:0000602	isoselenocyanatation	has_participant some 'isoselenocyanato group', pseudohalogenation			
MOP:0000603	isotellurocyanatation	has_participant some 'isotellurocyanato group', pseudohalogenation			
MOP:0000604	metal chelation	coordination			
MOP:0000605	iron chelation	metal chelation			
MOP:0000606	iron(2+) chelation	iron chelation			
MOP:0000607	iron(3+) chelation	iron chelation			
MOP:0000608	copper chelation	metal chelation			
MOP:0000609	zinc chelation	metal chelation			
MOP:0000610	lead chelation	metal chelation			
MOP:0000611	cobalt chelation	metal chelation			
MOP:0000612	aluminium chelation	metal chelation			
MOP:0000613	molybdenum chelation	metal chelation			
MOP:0000614	plutonium chelation	metal chelation			
MOP:0000615	electron transfer	molecular process			
MOP:0000616	reversible electron transfer	electron transfer			
MOP:0000617	irreversible electron transfer	electron transfer			
MOP:0000618	solvolysis	molecular process	MOP:0000618	solvolysis	molecular process
MOP:0000619	hydrolysis	solvolysis	MOP:0000619	hydrolysis	solvolysis
MOP:0000620	alcoholysis	solvolysis			
MOP:0000621	aminolysis	solvolysis			
MOP:0000622	ammonolysis	solvolysis			
MOP:0000623	methanolysis	alcoholysis			
MOP:0000624	ethanolysis	alcoholysis			
MOP:0000625	propanolysis	alcoholysis			
MOP:0000626	butanolysis	alcoholysis			
MOP:0000627	condensation reaction	molecular process	MOP:0000627	condensation reaction	molecular process
MOP:0000628	dehydration reaction	condensation reaction	MOP:0000628	molecular dehydration reaction	condensation reaction
MOP:0000629	polymerisation	'has participant beginning to exist' some macromolecule, molecular process			
MOP:0000630	depolymerisation	molecular process			
MOP:0000631	copolymerisation	'has participant beginning to exist' some co-polymer, polymerisation			
MOP:0000632	condensation polymerisation	'has occurrent part' some 'condensation reaction', 'has participant beginning to exist' some macromolecule, polymerisation			
MOP:0000633	homopolymerisation	'has participant beginning to exist' some homopolymer, polymerisation			
MOP:0000634	chain polymerisation	'has occurrent part' some 'chain initiation', 'has participant beginning to exist' some macromolecule, chain reaction, polymerisation			
MOP:0000635	chain reaction	molecular process			
MOP:0000636	anionic polymerisation	ionic polymerisation			
MOP:0000637	ionic polymerisation	chain polymerisation			
MOP:0000638	cationic polymerisation	ionic polymerisation			
MOP:0000639	radical polymerisation	chain polymerisation			
MOP:0000640	chain initiation	'part of occurrent' some 'chain polymerisation', molecular process			
MOP:0000641	all-degree polymerisation	polymerisation			
MOP:0000642	addition reaction	molecular process	MOP:0000642	addition reaction	molecular process
MOP:0000643	polyaddition	'has occurrent part' some 'addition reaction', all-degree polymerisation			
MOP:0000644	polycondensation	'has occurrent part' some 'condensation reaction', all-degree polymerisation, condensation polymerisation			
MOP:0000645	condensative chain polymerisation	'has occurrent part' some 'condensation reaction', chain polymerisation, condensation polymerisation			
MOP:0000646	living polymerisation	chain polymerisation			
MOP:0000647	ionic copolymerisation	'has participant beginning to exist' some co-polymer, copolymerisation, ionic polymerisation			
MOP:0000648	radical copolymerisation	'has participant beginning to exist' some co-polymer, copolymerisation, radical polymerisation			
MOP:0000649	living copolymerisation	'has participant beginning to exist' some co-polymer, copolymerisation, living polymerisation			
MOP:0000650	amination	formation of covalent bond with nitrogen centre, has_participant some 'amino groups'	MOP:0000650	amination	formation of covalent bond with nitrogen centre, has_participant some 'amino groups'
